"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","ecp"
"184",496083,"E02001048","E02001067",1,0,0,0,0,0,0,1,0,0,0,0,9714.25183485382,0.0429884771998209,0.0429884771998209,0.0429884771998209
"185",496084,"E02001048","E02001068",12,0,0,0,1,0,0,9,0,1,1,0,8479.19849604786,0.0550335376828618,0.660402452194342,-0.339597547805658
"186",496085,"E02001048","E02001069",5,0,0,0,1,0,0,3,0,0,1,0,8731.83684199043,0.0523219044360515,0.261609522180257,0.261609522180257
"187",496086,"E02001048","E02001070",11,0,1,0,1,0,0,9,0,0,0,0,9162.74153145712,0.0480015915843168,0.528017507427485,0.528017507427485
"188",496087,"E02001048","E02001071",3,0,0,0,0,0,0,3,0,0,0,0,9873.94867300341,0.0416371476039974,0.124911442811992,0.124911442811992
"189",496088,"E02001048","E02001072",7,0,0,0,0,0,0,4,2,0,1,0,8977.42343494802,0.0498140856127097,0.348698599288968,0.348698599288968
"190",496089,"E02001048","E02001073",11,0,3,0,0,0,1,5,0,0,2,0,9747.46398023754,0.0427038755584417,0.469742631142859,0.469742631142859
"191",496090,"E02001048","E02001074",7,0,1,0,4,0,0,1,0,0,1,0,9560.46419355636,0.0443312406894042,0.310318684825829,0.310318684825829
"192",496091,"E02001048","E02001075",2,0,0,0,0,0,0,2,0,0,0,0,10638.0455984141,0.0357365278576226,0.0714730557152452,0.0714730557152452
"193",496092,"E02001048","E02001076",7,0,1,0,1,0,0,5,0,0,0,0,10005.781266206,0.0405536675424576,0.283875672797203,0.283875672797203
"194",496093,"E02001048","E02001077",5,0,0,0,2,0,0,3,0,0,0,0,10310.7173251241,0.038154320804685,0.190771604023425,0.190771604023425
"195",496094,"E02001048","E02001078",2,0,0,0,1,0,0,1,0,0,0,0,11061.8482610718,0.0328323011658217,0.0656646023316433,0.0656646023316433
"196",496095,"E02001048","E02001080",5,0,0,0,0,0,0,4,1,0,0,0,10812.6523057456,0.0345100992646094,0.172550496323047,0.172550496323047
"197",496096,"E02001048","E02001081",3,0,1,0,0,0,0,1,1,0,0,0,11116.1224908089,0.0324778388917059,0.0974335166751178,0.0974335166751178
"198",496097,"E02001048","E02001082",8,0,1,0,0,1,0,6,0,0,0,0,11261.7901128001,0.0315452950819345,0.252362360655476,0.252362360655476
"199",496098,"E02001048","E02001083",6,0,0,0,1,0,0,4,0,0,1,0,11353.3663746889,0.030972793797567,0.185836762785402,0.185836762785402
"200",496099,"E02001048","E02001084",2,0,0,0,1,0,0,1,0,0,0,0,11692.4120501734,0.0289421805206651,0.0578843610413302,0.0578843610413302
"201",496100,"E02001048","E02001085",2,0,0,0,1,0,0,1,0,0,0,0,11885.6460958062,0.0278449955017336,0.0556899910034671,0.0556899910034671
"202",496101,"E02001048","E02001086",7,0,1,0,2,0,0,4,0,0,0,0,11995.3207129499,0.0272408676291985,0.190686073404389,0.190686073404389
"203",496102,"E02001048","E02001087",2,0,0,1,1,0,0,0,0,0,0,0,12784.7117718522,0.023262441804681,0.046524883609362,0.046524883609362
"204",496103,"E02001048","E02001088",2,0,0,0,1,0,0,1,0,0,0,0,13575.7083182383,0.0198586724508677,0.0397173449017355,0.0397173449017355
"205",496104,"E02001048","E02001089",12,0,1,0,0,0,0,9,1,0,1,0,13644.0982624626,0.0195888949633274,0.235066739559928,0.235066739559928
"206",496105,"E02001048","E02001090",7,0,0,0,1,0,0,3,1,1,1,0,13617.4305166488,0.0196936524138306,0.137855566896814,-0.862144433103186
"207",496106,"E02001048","E02001091",3,0,0,0,1,0,0,2,0,0,0,0,14662.3247854384,0.0159796736474742,0.0479390209424226,0.0479390209424226
"208",496107,"E02001048","E02001092",4,0,1,0,1,0,0,2,0,0,0,0,14782.5921394698,0.0155998928674733,0.0623995714698932,0.0623995714698932
"209",496108,"E02001048","E02001093",2,0,0,0,1,0,0,1,0,0,0,0,15457.4738344985,0.0136301971191404,0.0272603942382808,0.0272603942382808
"210",496109,"E02001048","E02001094",3,0,0,0,0,0,0,2,1,0,0,0,16351.437782036,0.0113986498964262,0.0341959496892786,0.0341959496892786
"211",496110,"E02001048","E02001095",7,0,0,0,1,0,0,6,0,0,0,0,16409.8028137311,0.0112663669557906,0.078864568690534,0.078864568690534
"212",496111,"E02001048","E02001096",5,0,0,1,0,0,0,4,0,0,0,0,17818.6865255231,0.00849982155334332,0.0424991077667166,0.0424991077667166
"213",496112,"E02001048","E02001097",17,0,0,1,1,0,0,15,0,0,0,0,19010.8239240971,0.00669671889871433,0.113844221278144,0.113844221278144
"214",496386,"E02001048","E02006902",217,0,70,4,49,2,0,70,12,5,3,2,5079.49348291292,0.108623065893484,23.5712052988861,18.5712052988861
"215",496387,"E02001048","E02006912",132,0,38,1,18,1,0,42,4,6,22,0,6017.23686141175,0.0900473013096464,11.8862437728733,5.88624377287333
"216",496388,"E02001048","E02006913",104,0,7,0,12,6,1,55,8,3,12,0,3932.53489468257,0.136629856998921,14.2095051278878,11.2095051278878
"217",496389,"E02001048","E02006914",32,0,8,0,4,0,0,15,4,0,1,0,6687.59909268269,0.078748769809705,2.51996063391056,2.51996063391056
"218",496390,"E02001048","E02006915",96,0,2,0,17,0,0,48,5,9,15,0,3621.70168101621,0.145393249722302,13.957751973341,4.95775197334103
"219",496391,"E02001048","E02006916",2,0,2,0,0,0,0,0,0,0,0,0,6797.31318068469,0.0770396202730403,0.154079240546081,0.154079240546081
"220",496392,"E02001048","E02006917",72,0,23,3,9,1,0,27,5,1,3,0,6155.36980631152,0.087593650583676,6.30674284202467,5.30674284202467
"221",496440,"E02001049","E02001045",13,0,0,0,3,0,0,8,1,0,1,0,4124.29580559749,0.131489015201164,1.70935719761513,1.70935719761513
"222",496441,"E02001049","E02001046",29,0,0,0,4,1,0,16,8,0,0,0,2980.5029289171,0.165286757363251,4.79331596353429,4.79331596353429
"223",496442,"E02001049","E02001047",68,0,0,0,2,1,0,30,0,1,34,0,1423.07267236111,0.225691255729956,15.347005389637,14.347005389637
"224",496443,"E02001049","E02001048",1,0,0,0,0,0,0,1,0,0,0,0,5378.71008191271,0.102313380212783,0.102313380212783,0.102313380212783
"225",496444,"E02001049","E02001049",176,0,0,1,22,1,2,79,11,2,57,1,0,0.3,52.8,50.8
"226",496445,"E02001049","E02001050",123,0,0,0,27,0,0,67,23,0,6,0,3085.95908747863,0.161837162047354,19.9059709318246,19.9059709318246
"227",496446,"E02001049","E02001051",70,0,0,0,7,2,0,44,6,2,9,0,1430.49901609659,0.225356292378204,15.7749404664743,13.7749404664743
"228",496447,"E02001049","E02001052",35,0,0,0,7,0,1,25,2,0,0,0,4209.50551483649,0.12926717307609,4.52435105766314,4.52435105766314
"229",496448,"E02001049","E02001053",49,0,0,0,11,3,0,28,3,0,4,0,2686.91676207987,0.175282528774566,8.58884390995373,8.58884390995373
"230",496449,"E02001049","E02001055",156,0,0,0,13,0,1,101,11,8,21,1,2238.91922575884,0.191712840391125,29.9072031010154,21.9072031010154
"231",496450,"E02001049","E02001056",19,0,0,0,3,0,0,9,1,2,4,0,2999.31057508763,0.16466619425825,3.12865769090675,1.12865769090675
"232",496451,"E02001049","E02001057",31,0,0,0,6,0,1,19,5,0,0,0,4347.3691139365,0.125751615003669,3.89830006511374,3.89830006511374
"233",496452,"E02001049","E02001059",79,0,0,0,11,2,0,57,6,2,0,1,4202.65989784539,0.129444276998267,10.2260978828631,8.22609788286308
"234",496453,"E02001049","E02001061",25,0,0,0,4,0,0,17,2,1,1,0,4996.28574678383,0.110445846653702,2.76114616634255,1.76114616634255
"235",496454,"E02001049","E02001062",91,0,0,0,18,0,3,64,5,1,0,0,6030.43608420056,0.0898099039153168,8.17270125629383,7.17270125629383
"236",496455,"E02001049","E02001063",25,0,0,0,3,1,1,14,1,2,3,0,7472.00992113368,0.0673148247118515,1.68287061779629,-0.317129382203711
"237",496456,"E02001049","E02001064",35,0,0,0,4,0,1,30,0,0,0,0,5913.16231463701,0.0919412707437666,3.21794447603183,3.21794447603183
"238",496457,"E02001049","E02001065",4,0,0,0,1,1,0,2,0,0,0,0,5931.53231639773,0.0916040982478824,0.36641639299153,0.36641639299153
"239",496458,"E02001049","E02001066",49,0,0,0,8,0,1,35,3,0,2,0,6888.31410950319,0.0756501673774138,3.70685820149328,3.70685820149328
"240",496459,"E02001049","E02001067",11,0,0,0,1,0,0,10,0,0,0,0,6674.4901097681,0.078955503954317,0.868510543497486,0.868510543497486
"241",496460,"E02001049","E02001068",7,0,0,0,3,0,0,3,0,0,1,0,8394.13923186716,0.0559777689165231,0.391844382415662,0.391844382415662
"242",496461,"E02001049","E02001069",7,0,0,0,2,0,0,4,1,0,0,0,7966.33869558539,0.0609780970865316,0.426846679605722,0.426846679605722
"243",496462,"E02001049","E02001070",18,0,0,0,2,0,0,14,2,0,0,0,7648.74432083347,0.0649770162030591,1.16958629165506,1.16958629165506
"244",496463,"E02001049","E02001072",5,0,0,0,0,0,0,4,1,0,0,0,9330.27774521748,0.0464198386799373,0.232099193399686,0.232099193399686
"245",496464,"E02001049","E02001073",11,0,0,0,2,0,0,4,1,0,4,0,10558.2104141839,0.0363117141045942,0.399428855150536,0.399428855150536
"246",496465,"E02001049","E02001074",9,0,0,0,1,0,0,7,0,0,0,1,9081.93095228597,0.0487837021235178,0.43905331911166,0.43905331911166
"247",496466,"E02001049","E02001075",6,0,0,0,0,0,0,5,0,0,1,0,8120.80508805503,0.0591230849860455,0.354738509916273,0.354738509916273
"248",496467,"E02001049","E02001076",7,0,0,0,1,0,0,5,0,0,1,0,8544.52534740616,0.0543191809651152,0.380234266755806,0.380234266755806
"249",496468,"E02001049","E02001077",3,0,0,0,0,0,0,3,0,0,0,0,10608.1121200661,0.0359511132620466,0.10785333978614,0.10785333978614
"250",496469,"E02001049","E02001078",7,0,0,0,1,0,0,6,0,0,0,0,8863.55353574214,0.0509615673622903,0.356730971536032,0.356730971536032
"251",496470,"E02001049","E02001080",5,0,0,0,4,0,0,1,0,0,0,0,9275.70188648923,0.0469292945325192,0.234646472662596,0.234646472662596
"252",496471,"E02001049","E02001081",1,0,0,0,0,0,0,1,0,0,0,0,11743.5164868772,0.0286478723615445,0.0286478723615445,0.0286478723615445
"253",496472,"E02001049","E02001082",7,0,0,0,1,0,0,6,0,0,0,0,10348.8091011059,0.0378647520558407,0.265053264390885,0.265053264390885
"254",496473,"E02001049","E02001083",5,0,0,0,0,0,0,4,0,0,1,0,10931.0927060213,0.0337022275119695,0.168511137559848,0.168511137559848
"255",496474,"E02001049","E02001084",1,0,0,0,0,0,0,1,0,0,0,0,10389.8299970289,0.0375553736783322,0.0375553736783322,0.0375553736783322
"256",496475,"E02001049","E02001085",6,0,0,0,0,0,0,5,0,0,1,0,10061.8771600588,0.0401012314230176,0.240607388538106,0.240607388538106
"257",496476,"E02001049","E02001086",9,0,0,0,1,0,0,7,1,0,0,0,11765.1173332106,0.028524375659219,0.256719380932971,0.256719380932971
"258",496477,"E02001049","E02001087",3,0,0,0,0,0,0,2,1,0,0,0,11825.2695882714,0.0281832704937419,0.0845498114812257,0.0845498114812257
"259",496478,"E02001049","E02001088",1,0,0,0,0,0,0,1,0,0,0,0,13775.5905545486,0.0190804521579762,0.0190804521579762,0.0190804521579762
"260",496479,"E02001049","E02001089",4,0,0,0,0,0,0,4,0,0,0,0,12370.7421169757,0.0252704076048736,0.101081630419494,0.101081630419494
"261",496480,"E02001049","E02001090",7,0,0,0,1,0,0,4,0,0,2,0,13186.6064930003,0.0214658044026305,0.150260630818413,0.150260630818413
"262",496481,"E02001049","E02001091",4,0,0,0,1,0,0,3,0,0,0,0,15242.904971239,0.0142278524040777,0.0569114096163109,0.0569114096163109
"263",496482,"E02001049","E02001092",1,0,0,0,0,0,0,1,0,0,0,0,14781.5562096749,0.0156031252810807,0.0156031252810807,0.0156031252810807
"264",496483,"E02001049","E02001093",5,0,0,0,0,0,0,3,1,1,0,0,14819.2412045337,0.0154859666088895,0.0774298330444477,-0.922570166955552
"265",496484,"E02001049","E02001094",4,0,0,0,1,0,0,3,0,0,0,0,15852.3972545257,0.0125950392202171,0.0503801568808683,0.0503801568808683
"266",496485,"E02001049","E02001095",17,0,0,0,6,0,0,10,1,0,0,0,16366.2963995742,0.0113648265422936,0.193202051218991,0.193202051218991
"267",496486,"E02001049","E02001096",3,0,0,0,0,0,0,3,0,0,0,0,16890.5900668359,0.010233477576908,0.0307004327307241,0.0307004327307241
"268",496487,"E02001049","E02001097",34,0,0,6,3,0,1,23,1,0,0,0,18624.8583817768,0.00723413502221305,0.245960590755244,0.245960590755244
"269",496803,"E02001049","E02006902",274,0,1,7,120,1,1,107,28,5,4,0,5318.41608765591,0.103554625607609,28.373967416485,23.373967416485
"270",496804,"E02001049","E02006912",149,0,1,2,55,0,2,72,15,0,1,1,5683.09364822833,0.0962706740098724,14.344330427471,14.344330427471
"271",496805,"E02001049","E02006913",86,0,1,0,15,6,2,53,6,2,1,0,4462.25630044731,0.122895108430902,10.5689793250576,8.56897932505761
"272",496806,"E02001049","E02006914",53,0,0,2,18,0,1,24,7,0,1,0,6810.16219531352,0.0768418977941764,4.07262058309135,4.07262058309135
"273",496807,"E02001049","E02006915",24,0,0,0,1,0,0,18,4,1,0,0,5243.16544994097,0.105124922877689,2.52299814906454,1.52299814906454
"274",496808,"E02001049","E02006916",3,0,0,0,0,0,0,3,0,0,0,0,7655.32400228869,0.0648915668246537,0.194674700473961,0.194674700473961
"275",496809,"E02001049","E02006917",87,0,1,3,38,0,0,35,6,2,2,0,6927.97005235995,0.0750525446963008,6.52957138857817,4.52957138857817
"276",496854,"E02001050","E02001045",14,0,0,0,3,0,0,7,0,0,4,0,2236.12999394085,0.191819816537345,2.68547743152283,2.68547743152283
"277",496855,"E02001050","E02001046",34,0,0,0,10,0,0,11,3,0,10,0,1188.67323927529,0.236523561036098,8.04180107522732,8.04180107522732
"278",496856,"E02001050","E02001047",12,0,0,0,5,0,0,4,2,0,1,0,2246.26671684552,0.191431325607325,2.2971759072879,2.2971759072879
"279",496857,"E02001050","E02001048",12,0,0,0,4,0,0,3,0,0,5,0,2621.14292955275,0.177603562369842,2.1312427484381,2.1312427484381
"280",496858,"E02001050","E02001049",18,0,0,0,4,0,0,11,0,2,1,0,3085.95908747863,0.161837162047354,2.91306891685237,0.913068916852374
"281",496859,"E02001050","E02001050",256,0,2,0,29,7,0,74,13,3,126,2,0,0.3,76.8,73.8
"282",496860,"E02001050","E02001051",32,0,0,0,1,0,0,12,0,0,19,0,1697.49663745759,0.213638032746374,6.83641704788398,6.83641704788398
"283",496861,"E02001050","E02001052",84,0,1,1,16,0,0,21,3,0,41,1,1217.14147643248,0.235180705770227,19.7551792846991,19.7551792846991
"284",496862,"E02001050","E02001053",35,0,0,0,8,0,0,7,2,1,17,0,1433.65621038573,0.225214038575357,7.88249135013749,6.88249135013749
"285",496863,"E02001050","E02001055",40,0,0,0,10,0,1,19,6,1,3,0,2942.35399571852,0.166552683287481,6.66210733149925,5.66210733149925
"286",496864,"E02001050","E02001056",6,0,0,0,1,0,0,4,0,0,1,0,4142.26422239784,0.131017333360425,0.78610400016255,0.78610400016255
"287",496865,"E02001050","E02001057",21,0,0,0,4,0,0,16,0,0,0,1,3415.37795871717,0.151518371695281,3.1818858056009,3.1818858056009
"288",496866,"E02001050","E02001059",31,0,0,0,5,2,0,17,2,0,5,0,4437.28633675853,0.123510380763955,3.82882180368261,3.82882180368261
"289",496867,"E02001050","E02001061",20,0,0,0,3,0,0,13,2,0,2,0,6041.61524471672,0.0896093283591442,1.79218656718288,1.79218656718288
"290",496868,"E02001050","E02001062",65,0,4,0,24,0,0,31,2,2,2,0,5237.98402897995,0.105233918639012,6.84020471153578,4.84020471153578
"291",496869,"E02001050","E02001063",13,0,1,0,6,0,1,5,0,0,0,0,6084.37308188054,0.0888462953591531,1.15500183966899,1.15500183966899
"292",496870,"E02001050","E02001064",19,0,0,0,6,0,0,10,1,0,2,0,6038.19462046618,0.0896706533020429,1.70374241273882,1.70374241273882
"293",496871,"E02001050","E02001065",2,0,0,0,0,0,0,1,0,0,1,0,7135.27287755935,0.072004448306643,0.144008896613286,0.144008896613286
"294",496872,"E02001050","E02001066",35,0,2,0,13,0,0,12,2,0,6,0,6394.5378463766,0.0835023608726349,2.92258263054222,2.92258263054222
"295",496873,"E02001050","E02001067",5,0,0,0,1,0,0,3,0,1,0,0,7303.05703107091,0.0696282982279153,0.348141491139576,-0.651858508860424
"296",496874,"E02001050","E02001068",5,0,0,0,0,0,0,5,0,0,0,0,7055.35322192329,0.0731646097189681,0.36582304859484,0.36582304859484
"297",496875,"E02001050","E02001069",7,0,0,0,2,0,0,5,0,0,0,0,7021.36763109236,0.0736636121849822,0.515645285294875,0.515645285294875
"298",496876,"E02001050","E02001070",12,0,0,1,5,0,0,4,0,1,1,0,7183.43373619855,0.071314218637283,0.855770623647396,-0.144229376352604
"299",496877,"E02001050","E02001071",6,0,0,0,3,0,0,3,0,0,0,0,7597.80036112474,0.0656424376660452,0.393854625996271,0.393854625996271
"300",496878,"E02001050","E02001073",7,0,0,0,4,0,0,3,0,0,0,0,8821.78874522771,0.0513890300026837,0.359723210018786,0.359723210018786
"301",496879,"E02001050","E02001074",4,0,0,0,2,0,0,2,0,0,0,0,8011.54616231153,0.0604292489697754,0.241716995879102,0.241716995879102
"302",496880,"E02001050","E02001075",6,0,0,1,1,0,0,2,0,0,2,0,8388.06872595717,0.0560457728654141,0.336274637192485,0.336274637192485
"303",496881,"E02001050","E02001076",5,0,0,0,1,0,0,3,0,0,1,0,8080.7008147521,0.0595992095682563,0.297996047841281,0.297996047841281
"304",496882,"E02001050","E02001077",3,0,0,0,2,0,0,1,0,0,0,0,9147.875233256,0.0481445251632641,0.144433575489792,0.144433575489792
"305",496883,"E02001050","E02001078",2,0,0,0,1,0,0,0,0,0,1,0,8919.69490718248,0.0503925573839592,0.100785114767918,0.100785114767918
"306",496884,"E02001050","E02001079",1,0,0,0,1,0,0,0,0,0,0,0,8908.78753554395,0.0505026074462502,0.0505026074462502,0.0505026074462502
"307",496885,"E02001050","E02001080",6,0,0,0,3,0,0,2,0,0,1,0,8887.88615779863,0.050714164135876,0.304284984815256,0.304284984815256
"308",496886,"E02001050","E02001082",6,0,0,0,4,0,0,1,0,0,0,1,9591.37704684503,0.0440580051807659,0.264348031084595,0.264348031084595
"309",496887,"E02001050","E02001083",3,0,0,0,1,0,0,1,0,0,1,0,9892.75039401956,0.0414808716072824,0.124442614821847,0.124442614821847
"310",496888,"E02001050","E02001084",6,0,0,0,0,0,0,5,0,1,0,0,9880.84468075736,0.0415797611682787,0.249478567009672,-0.750521432990328
"311",496889,"E02001050","E02001085",1,0,0,0,0,0,0,1,0,0,0,0,9889.18969990737,0.0415104222671798,0.0415104222671798,0.0415104222671798
"312",496890,"E02001050","E02001086",7,0,0,0,1,0,0,3,0,1,2,0,10637.6111441777,0.0357396331697169,0.250177432188018,-0.749822567811982
"313",496891,"E02001050","E02001087",5,0,0,0,3,0,0,2,0,0,0,0,11135.4537322924,0.0323525139272378,0.161762569636189,0.161762569636189
"314",496892,"E02001050","E02001088",3,0,1,0,0,0,0,1,0,0,1,0,12451.6597208614,0.0248647348986709,0.0745942046960126,0.0745942046960126
"315",496893,"E02001050","E02001089",10,0,0,0,2,0,0,6,0,0,2,0,11888.8647450462,0.0278270766150911,0.278270766150911,0.278270766150911
"316",496894,"E02001050","E02001090",4,0,0,0,2,0,0,2,0,0,0,0,12208.3713997716,0.0261045125677972,0.104418050271189,0.104418050271189
"317",496895,"E02001050","E02001093",7,0,0,0,3,0,0,3,1,0,0,0,13991.8152512494,0.018272906147991,0.127910343035937,0.127910343035937
"318",496896,"E02001050","E02001095",7,0,0,0,2,0,0,4,0,0,1,0,15219.6358076904,0.0142942207628197,0.100059545339738,0.100059545339738
"319",496897,"E02001050","E02001096",2,0,0,0,0,0,0,2,0,0,0,0,16263.629623264,0.0116005968572911,0.0232011937145822,0.0232011937145822
"320",496898,"E02001050","E02001097",24,0,0,8,4,0,1,10,1,0,0,0,17698.4198373992,0.00870674930583035,0.208961983339928,0.208961983339928
"321",497122,"E02001050","E02006902",284,0,18,1,146,0,2,82,16,6,11,2,3494.53453796568,0.149138524259159,42.3553408896011,36.3553408896011
"322",497124,"E02001050","E02006912",149,0,6,2,61,0,1,46,9,5,19,0,4278.60525891717,0.127492995122403,18.9964562732381,13.9964562732381
"323",497125,"E02001050","E02006913",70,0,4,0,16,1,0,37,1,2,9,0,2262.70773319916,0.190802894267568,13.3562025987298,11.3562025987298
"324",497126,"E02001050","E02006914",23,0,0,1,12,0,0,9,1,0,0,0,5238.67210620143,0.105219437822958,2.42004706992804,2.42004706992804
"325",497127,"E02001050","E02006915",35,0,0,1,4,1,0,21,6,0,2,0,2643.9433831379,0.176795517792291,6.18784312273019,6.18784312273019
"326",497128,"E02001050","E02006916",3,0,0,0,2,0,0,1,0,0,0,0,5742.85502136268,0.0951268696243207,0.285380608872962,0.285380608872962
"327",497129,"E02001050","E02006917",72,0,2,3,35,1,0,19,5,3,4,0,4999.28650269624,0.110379582334526,7.94732992808588,4.94732992808588
"328",497176,"E02001051","E02001045",9,0,0,0,3,0,0,5,1,0,0,0,3217.75474145623,0.157627006906866,1.41864306216179,1.41864306216179
"329",497177,"E02001051","E02001046",37,0,0,0,3,2,0,24,5,1,2,0,1938.85341049241,0.203570379959437,7.53210405849916,6.53210405849916
"330",497178,"E02001051","E02001047",47,0,0,0,8,0,0,16,9,0,13,1,1261.90307205652,0.233084689143621,10.9549803897502,10.9549803897502
"331",497179,"E02001051","E02001048",6,0,0,0,3,0,0,3,0,0,0,0,4172.96070059065,0.130215443256025,0.781292659536148,0.781292659536148
"332",497180,"E02001051","E02001049",62,0,0,0,8,2,0,34,4,1,13,0,1430.49901609659,0.225356292378204,13.9720901274487,12.9720901274487
"333",497181,"E02001051","E02001050",206,0,0,0,23,4,1,103,14,3,58,0,1697.49663745759,0.213638032746374,44.0094347457531,41.0094347457531
"334",497182,"E02001051","E02001051",191,0,1,0,25,3,0,57,8,1,96,0,0,0.3,57.3,56.3
"335",497183,"E02001051","E02001052",50,0,1,0,11,0,0,31,7,0,0,0,2781.60275622351,0.171994400905999,8.59972004529996,8.59972004529996
"336",497184,"E02001051","E02001053",52,0,0,0,11,1,0,24,3,0,13,0,1389.59451585987,0.227207471512427,11.8147885186462,11.8147885186462
"337",497185,"E02001051","E02001055",135,0,0,1,15,10,0,66,21,3,19,0,1829.18666244661,0.20808468622796,28.0914326407746,25.0914326407746
"338",497186,"E02001051","E02001056",6,0,0,0,1,0,0,4,0,0,1,0,2983.03345970128,0.165203125882695,0.991218755296172,0.991218755296172
"339",497187,"E02001051","E02001057",38,0,0,0,14,0,0,19,3,0,2,0,3401.91857886439,0.151926789817988,5.77321801308353,5.77321801308353
